Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
2017  | 1        | 0        | 0        | 1        | 19.669365  | 19.610343 | 59.000000 | 18.800052 | 45.000 | 0.0013 | 0.021612 | 0.000781 | NO          | 5.206087  | 
2018  | 2        | 0        | 0        | 2        | 19.669365  | 19.608591 | 59.000000 | 18.801194 | 45.000 | 0.0013 | 0.021612 | 0.000781 | NO          | 5.207907  | 
2019  | 3        | 0        | 0        | 3        | 19.669365  | 19.625266 | 0.000000  | 18.801258 | 45.000 | 0.0013 | 0.021612 | 0.000781 | NO          | 5.209712  | 
2020  | 4        | 0        | 0        | 4        | 19.669365  | 19.621205 | 0.000000  | 18.802740 | 45.000 | 0.0013 | 0.021612 | 0.000781 | NO          | 5.211513  | 
2021  | 5        | 0        | 0        | 5        | 19.669365  | 19.647473 | 59.000000 | 18.802775 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.213318  | 
2022  | 6        | 0        | 0        | 6        | 19.669365  | 19.645691 | 59.000000 | 18.803685 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.215107  | 
2023  | 7        | 0        | 0        | 7        | 19.669365  | 19.636562 | 0.000000  | 18.803750 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.216899  | 
2024  | 8        | 0        | 0        | 8        | 19.669365  | 19.632357 | 0.000000  | 18.805027 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.218682  | 
2025  | 9        | 0        | 0        | 9        | 19.669365  | 19.654316 | 59.000000 | 18.805094 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.220525  | 
2026  | 10       | 0        | 0        | 10       | 19.669365  | 19.651033 | 59.000000 | 18.805970 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.222373  | 
2027  | 11       | 0        | 0        | 11       | 19.669365  | 19.641282 | 0.000000  | 18.806035 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.224181  | 
2028  | 12       | 0        | 0        | 12       | 19.669365  | 19.637003 | 0.000000  | 18.807247 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.225990  | 
2029  | 13       | 0        | 0        | 13       | 19.669365  | 19.659256 | 59.000000 | 18.807326 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.227778  | 
2030  | 14       | 0        | 0        | 14       | 19.669365  | 19.655456 | 59.000000 | 18.808197 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.229777  | 
2031  | 15       | 0        | 0        | 15       | 19.669365  | 19.641660 | 0.000000  | 18.808262 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.231737  | 
2032  | 16       | 0        | 0        | 16       | 19.669365  | 19.637319 | 0.000000  | 18.809468 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.233637  | 
2033  | 17       | 0        | 0        | 17       | 19.669365  | 19.662841 | 59.000000 | 18.809535 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.235637  | 
2034  | 18       | 0        | 0        | 18       | 19.669365  | 19.659111 | 59.000000 | 18.810363 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.237504  | 
2035  | 19       | 0        | 0        | 19       | 19.669365  | 19.647850 | 0.000000  | 18.810428 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.239355  | 
2036  | 20       | 0        | 0        | 20       | 19.669365  | 19.643591 | 0.000000  | 18.811548 | 45.000 | 0.0014 | 0.021612 | 0.000781 | NO          | 5.241201  | 
2037  | 0        | 1        | 0        | 0        | 19.671230  | 19.671230 | 59.000000 | 18.811615 | 45.000 | 0.0009 | 0.014480 | 0.000781 | NO          | 5.243086  | 
2038  | 1        | 0        | 0        | 1        | 19.671230  | 19.653721 | 59.000000 | 18.812471 | 45.000 | 0.0010 | 0.015928 | 0.000781 | NO          | 5.244932  | 
2039  | 0        | 1        | 0        | 0        | 19.676039  | 19.676039 | 0.000000  | 18.812539 | 45.000 | 0.0010 | 0.015928 | 0.000781 | NO          | 5.246867  | 
2040  | 1        | 0        | 0        | 1        | 19.676039  | 19.635905 | 0.000000  | 18.813912 | 45.000 | 0.0011 | 0.017521 | 0.000781 | NO          | 5.254761  | 
2041  | 0        | 1        | 0        | 0        | 19.708165  | 19.708165 | 0.000000  | 18.813982 | 45.000 | 0.0011 | 0.017521 | 0.000781 | NO          | 5.256748  | 
2042  | 1        | 0        | 0        | 1        | 19.708165  | 19.683850 | 59.000000 | 18.814313 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.258584  | 
2043  | 2        | 0        | 0        | 2        | 19.708165  | 19.669666 | 59.000000 | 18.815390 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.260367  | 
2044  | 3        | 0        | 0        | 3        | 19.708165  | 19.671081 | 0.000000  | 18.815457 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.262190  | 
2045  | 4        | 0        | 0        | 4        | 19.708165  | 19.667086 | 0.000000  | 18.816946 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.264090  | 
2046  | 5        | 0        | 0        | 5        | 19.708165  | 19.686627 | 59.000000 | 18.817014 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.266087  | 
2047  | 6        | 0        | 0        | 6        | 19.708165  | 19.683623 | 59.000000 | 18.818023 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.268129  | 
2048  | 7        | 0        | 0        | 7        | 19.708165  | 19.675652 | 0.000000  | 18.818090 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.270142  | 
2049  | 8        | 0        | 0        | 8        | 19.708165  | 19.671660 | 0.000000  | 18.819515 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.272331  | 
2050  | 9        | 0        | 0        | 9        | 19.708165  | 19.695068 | 59.000000 | 18.819583 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.274322  | 
2051  | 10       | 0        | 0        | 10       | 19.708165  | 19.692013 | 59.000000 | 18.820534 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.276224  | 
2052  | 11       | 0        | 0        | 11       | 19.708165  | 19.681036 | 0.000000  | 18.820601 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.278074  | 
2053  | 12       | 0        | 0        | 12       | 19.708165  | 19.677010 | 0.000000  | 18.821927 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.279895  | 
2054  | 13       | 0        | 0        | 13       | 19.708165  | 19.700746 | 59.000000 | 18.821996 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.281734  | 
2055  | 14       | 0        | 0        | 14       | 19.708165  | 19.697890 | 59.000000 | 18.822909 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.283669  | 
2056  | 15       | 0        | 0        | 15       | 19.708165  | 19.678857 | 0.000000  | 18.822976 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.286750  | 
2057  | 16       | 0        | 0        | 16       | 19.708165  | 19.674784 | 0.000000  | 18.824327 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.288802  | 
2058  | 17       | 0        | 0        | 17       | 19.708165  | 19.705491 | 59.000000 | 18.824396 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.290652  | 
2059  | 18       | 0        | 0        | 18       | 19.708165  | 19.702414 | 59.000000 | 18.825294 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.292444  | 
2060  | 19       | 0        | 0        | 19       | 19.708165  | 19.682830 | 0.000000  | 18.825361 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.294224  | 
2061  | 20       | 0        | 0        | 20       | 19.708165  | 19.678818 | 0.000000  | 18.826662 | 45.000 | 0.0012 | 0.019273 | 0.000781 | NO          | 5.295997  | 
2062  | 0        | 1        | 0        | 0        | 19.714699  | 19.714699 | 59.000000 | 18.826731 | 45.000 | 0.0008 | 0.012913 | 0.000781 | NO          | 5.297840  | 
2063  | 1        | 0        | 0        | 1        | 19.714699  | 19.693973 | 59.000000 | 18.827643 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.299615  | 
2064  | 2        | 0        | 0        | 2        | 19.714699  | 19.710383 | 0.000000  | 18.827712 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.301419  | 
2065  | 3        | 0        | 0        | 3        | 19.714699  | 19.707521 | 0.000000  | 18.829363 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.303220  | 
2066  | 4        | 0        | 0        | 4        | 19.714699  | 19.698304 | 59.000000 | 18.829699 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.305167  | 
2067  | 5        | 0        | 0        | 5        | 19.714699  | 19.689059 | 59.000000 | 18.830627 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.307034  | 
2068  | 6        | 0        | 0        | 6        | 19.714699  | 19.712597 | 0.000000  | 18.830696 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.308859  | 
2069  | 7        | 0        | 0        | 7        | 19.714699  | 19.709640 | 0.000000  | 18.832239 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.310653  | 
2070  | 8        | 0        | 0        | 8        | 19.714699  | 19.699140 | 59.000000 | 18.832281 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.318255  | 
2071  | 9        | 0        | 0        | 9        | 19.714699  | 19.697887 | 59.000000 | 18.833142 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.320181  | 
2072  | 0        | 1        | 0        | 0        | 19.715965  | 19.715965 | 0.000000  | 18.833211 | 45.000 | 0.0009 | 0.014204 | 0.000781 | NO          | 5.322118  | 
2073  | 1        | 0        | 0        | 1        | 19.715965  | 19.677029 | 0.000000  | 18.834635 | 45.000 | 0.0010 | 0.015624 | 0.000781 | NO          | 5.324024  | 
2074  | 0        | 1        | 0        | 0        | 19.744273  | 19.744273 | 0.000000  | 18.834706 | 45.000 | 0.0010 | 0.015624 | 0.000781 | NO          | 5.325916  | 
2075  | 1        | 0        | 0        | 1        | 19.744273  | 19.723050 | 59.000000 | 18.834901 | 45.000 | 0.0010 | 0.017187 | 0.000781 | NO          | 5.327767  | 
2076  | 2        | 0        | 0        | 2        | 19.744273  | 19.715830 | 59.000000 | 18.835977 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.329627  | 
2077  | 3        | 0        | 0        | 3        | 19.744273  | 19.713280 | 0.000000  | 18.836046 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.331493  | 
2078  | 4        | 0        | 0        | 4        | 19.744273  | 19.709992 | 0.000000  | 18.837523 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.333354  | 
2079  | 5        | 0        | 0        | 5        | 19.744273  | 19.743649 | 59.000000 | 18.837580 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.335262  | 
2080  | 6        | 0        | 0        | 6        | 19.744273  | 19.741465 | 59.000000 | 18.838470 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.337334  | 
2081  | 7        | 0        | 0        | 7        | 19.744273  | 19.717387 | 0.000000  | 18.838539 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.339256  | 
2082  | 8        | 0        | 0        | 8        | 19.744273  | 19.713879 | 0.000000  | 18.839959 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.341086  | 
2083  | 9        | 0        | 0        | 9        | 19.744273  | 19.743825 | 59.000000 | 18.840027 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.342907  | 
2084  | 10       | 0        | 0        | 10       | 19.744273  | 19.741537 | 59.000000 | 18.840920 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.344739  | 
2085  | 11       | 0        | 0        | 11       | 19.744273  | 19.720765 | 0.000000  | 18.840989 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.346549  | 
2086  | 12       | 0        | 0        | 12       | 19.744273  | 19.717408 | 0.000000  | 18.842309 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.348357  | 
2087  | 0        | 1        | 0        | 0        | 19.749693  | 19.749693 | 59.000000 | 18.842494 | 45.000 | 0.0011 | 0.017187 | 0.000781 | NO          | 5.350283  | 
2088  | 1        | 0        | 0        | 1        | 19.749693  | 19.717243 | 59.000000 | 18.843402 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.352103  | 
2089  | 2        | 0        | 0        | 2        | 19.749693  | 19.742592 | 0.000000  | 18.843472 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.353897  | 
2090  | 3        | 0        | 0        | 3        | 19.749693  | 19.739214 | 0.000000  | 18.845104 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.355720  | 
2091  | 4        | 0        | 0        | 4        | 19.749693  | 19.736406 | 59.000000 | 18.845789 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.357583  | 
2092  | 5        | 0        | 0        | 5        | 19.749693  | 19.712495 | 59.000000 | 18.846701 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.359372  | 
2093  | 6        | 0        | 0        | 6        | 19.749693  | 19.745243 | 0.000000  | 18.846771 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.361215  | 
2094  | 7        | 0        | 0        | 7        | 19.749693  | 19.741527 | 0.000000  | 18.848281 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.363048  | 
2095  | 8        | 0        | 0        | 8        | 19.749693  | 19.735956 | 59.000000 | 18.848670 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.364893  | 
2096  | 9        | 0        | 0        | 9        | 19.749693  | 19.720657 | 59.000000 | 18.849544 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.366677  | 
2097  | 10       | 0        | 0        | 10       | 19.749693  | 19.747849 | 0.000000  | 18.849614 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.368479  | 
2098  | 11       | 0        | 0        | 11       | 19.749693  | 19.744296 | 0.000000  | 18.851101 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.370271  | 
2099  | 12       | 0        | 0        | 12       | 19.749693  | 19.743792 | 59.000000 | 18.851545 | 45.000 | 0.0012 | 0.018905 | 0.000781 | NO          | 5.372352  | 
2100  | 13       | 0        | 0        | 13       | 19.749693  | 19.726674 | 59.000000 | 18.852044 | 45.000 | 0.0012 | 0.018905 | 0.000391 | NO          | 5.380106  | 
2101  | 0        | 1        | 0        | 0        | 19.772648  | 19.772648 | 0.000000  | 18.852080 | 45.000 | 0.0012 | 0.018905 | 0.000391 | NO          | 5.382052  | 
2102  | 1        | 0        | 0        | 1        | 19.772648  | 19.766425 | 0.000000  | 18.852678 | 45.000 | 0.0013 | 0.020796 | 0.000391 | NO          | 5.383908  | 
2103  | 0        | 1        | 0        | 0        | 19.787349  | 19.787349 | 0.000000  | 18.853043 | 45.000 | 0.0013 | 0.020796 | 0.000391 | NO          | 5.385815  | 
2104  | 0        | 1        | 0        | 0        | 19.796298  | 19.796298 | 59.000000 | 18.853412 | 45.000 | 0.0014 | 0.022876 | 0.000391 | NO          | 5.387982  | 
2105  | 1        | 0        | 0        | 1        | 19.796298  | 19.751928 | 59.000000 | 18.854062 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.389837  | 
2106  | 2        | 0        | 0        | 2        | 19.796298  | 19.780473 | 0.000000  | 18.854098 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.391676  | 
2107  | 3        | 0        | 0        | 3        | 19.796298  | 19.778419 | 0.000000  | 18.855159 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.393463  | 
2108  | 4        | 0        | 0        | 4        | 19.796298  | 19.785774 | 59.000000 | 18.855523 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.395286  | 
2109  | 5        | 0        | 0        | 5        | 19.796298  | 19.769328 | 59.000000 | 18.856049 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.397283  | 
2110  | 6        | 0        | 0        | 6        | 19.796298  | 19.792900 | 0.000000  | 18.856085 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.399134  | 
2111  | 7        | 0        | 0        | 7        | 19.796298  | 19.790781 | 0.000000  | 18.856893 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.400934  | 
2112  | 0        | 1        | 0        | 0        | 19.800727  | 19.800727 | 59.000000 | 18.857261 | 45.000 | 0.0016 | 0.025163 | 0.000391 | NO          | 5.402811  | 
2113  | 1        | 0        | 0        | 1        | 19.800727  | 19.777630 | 59.000000 | 18.857762 | 45.000 | 0.0017 | 0.027680 | 0.000391 | NO          | 5.404606  | 
2114  | 2        | 0        | 0        | 2        | 19.800727  | 19.799471 | 0.000000  | 18.857799 | 45.000 | 0.0018 | 0.027680 | 0.000391 | NO          | 5.406453  | 
2115  | 3        | 0        | 0        | 3        | 19.800727  | 19.797115 | 0.000000  | 18.858883 | 45.000 | 0.0018 | 0.027680 | 0.000391 | NO          | 5.408223  | 
2116  | 4        | 0        | 0        | 4        | 19.800727  | 19.783166 | 59.000000 | 18.859244 | 45.000 | 0.0018 | 0.027680 | 0.000391 | NO          | 5.410019  | 
2117  | 5        | 0        | 0        | 5        | 19.800727  | 19.766994 | 59.000000 | 18.859777 | 45.000 | 0.0018 | 0.027680 | 0.000391 | NO          | 5.411808  | 
2118  | 0        | 1        | 0        | 0        | 19.807838  | 19.807838 | 0.000000  | 18.859814 | 45.000 | 0.0018 | 0.027680 | 0.000391 | NO          | 5.413742  | 
2119  | 1        | 0        | 0        | 1        | 19.807838  | 19.763672 | 0.000000  | 18.860753 | 45.000 | 0.0019 | 0.030447 | 0.000391 | NO          | 5.415516  | 
2120  | 0        | 1        | 0        | 0        | 19.821986  | 19.821986 | 59.000000 | 18.861129 | 45.000 | 0.0020 | 0.030447 | 0.000391 | NO          | 5.417376  | 
2121  | 1        | 0        | 0        | 1        | 19.821986  | 19.721614 | 59.000000 | 18.861921 | 45.000 | 0.0022 | 0.033492 | 0.000391 | NO          | 5.419156  | 
2122  | 2        | 0        | 0        | 2        | 19.821986  | 19.780704 | 0.000000  | 18.862039 | 45.000 | 0.0022 | 0.033492 | 0.000391 | NO          | 5.421240  | 
2123  | 3        | 0        | 0        | 3        | 19.821986  | 19.770583 | 0.000000  | 18.863201 | 45.000 | 0.0022 | 0.033492 | 0.000391 | NO          | 5.423084  | 
2124  | 4        | 0        | 0        | 4        | 19.821986  | 19.763664 | 59.000000 | 18.863553 | 45.000 | 0.0022 | 0.033492 | 0.000391 | NO          | 5.424875  | 
2125  | 5        | 0        | 0        | 5        | 19.821986  | 19.737002 | 59.000000 | 18.864234 | 45.000 | 0.0022 | 0.033492 | 0.000391 | NO          | 5.426751  | 
2126  | 6        | 0        | 0        | 6        | 19.821986  | 19.793171 | 0.000000  | 18.864309 | 45.000 | 0.0022 | 0.033492 | 0.000391 | NO          | 5.428643  | 
